author,topic,text,effectiveness
16512617979,epa,"Billionaire Carl Icahn, from owning stock in one of the companies responsible for the BP oil spill, to picking the new EPA chief.",0.48571428571428577
16512617979,climate,Trump's plan is to scrap NASA's Earth Science Research Division to curtail research into climate change.,0.7346938775510203
16512617979,climate,"Scientists are saying that by the year 2050 we will pass the 2 degree threshold and that was before the election of Trump. Watch Paul Jay's urgent appeal and make a donation today. 

Head over to http://therealnews.com/donate to help make our Global Climate Change Bureau a reality.",0.8746177370030581
16512617979,climate,TRNN Replay: The U.S. military concerns over climate change are based on continuing to operate their huge global imperial footprint.,0.8571428571428572
16512617979,climate,"Col. Lawrence Wilkerson tells Paul Jay that while some Republicans acknowledge climate change and see the national security threat, most don't believe it's caused by human activity and see no reason to regulate or phase out fossil fuels.

Watch the full interview: http://bit.ly/2fXAS9P",0.75
16512617979,climate,"What will it take to convince Republicans that believe in climate change, that it is tied to human activity?",0.9
16512617979,climate,"At COP22, the Environment Minister of the Australian Capital Territory describes his state's ambitious climate action plan.",1.0
16512617979,climate,"PERI co-director Bob Pollin describes his plan that guarantees pensions and wages, shifts workers out of the industry through retirement rather than job losses, and helps the country meet the UN climate goals.",1.0
16512617979,climate,"""First Nations people in Canada contribute the least affect to climate change and the environment, and yet my people feel the full affects in their communities."" - First Nations Indigenous Leader Kevin Hart",0.9855072463768116
16512617979,climate,"The election of Trump has galvanized the attendees of the #COP22 conference, who feel that not even a climate change denier can stop the momentum of the Paris Agreement.",1.0
16512617979,climate,"If we do not take the next exit ramp from the fossil fuel highway, we commitment ourselves to dangerous and irreversible changes in our climate, says Dr. Michael Mann.

Watch the full interview: http://bit.ly/2fNmotQ",0.9545454545454546
16512617979,climate,"Both Trump and Pence are climate change deniers, with Trump calling climate change a Chinese hoax.",0.6993464052287581
16512617979,healthcare,"Rank-and-file nurses and healthcare advocates will resist attempts by the Trump administration to repeal the Affordable Care Act - unless it's replaced with Medicare for All, says Donna Smith of Progressive Democrats of America.",0.8758169934640523
16512617979,climate,Is this the end of the Paris Climate Agreement?,0.6455696202531646
16512617979,climate,"""Perhaps the most dangerous thing that happened tonight is that we are now going to have a congress and a President who don't believe human caused climate change is real.""",0.9343065693430657
16512617979,climate,Why did climate change get so little coverage during this election?,0.9084507042253521
16512617979,climate,"Narrated by esteemed actor Emma Thompson, the documentary ""The Doubt Machine: Inside the Koch Brothers' War on Climate Science"" reveals how the Koch Brothers have used their vast wealth to ensure the American political system takes no action on climate change, and are attempting to buy the 2016 Congressional elections.

Watch the full documentary: therealnews.com/the-doubt-machine/",0.7752808988764045
16512617979,gay rights,"Laura Flanders speaks to the lesbian couple who started the organic food startup Hip Chick Farms in rural CA, and the founder of an award-winning vineyard cooperative in inner-city Cleveland that employs local residents, formerly incarcerated workers, and youth as part of its project to invigorate the local community.",1.0
16512617979,climate,"On the day of the US election, watch our new doc showing how the Koch brothers have used their vast wealth to buy politicians, and to create doubt about climate change.

You can watch the full documentary narrated by Emma Thompson here: www.therealnews.com/the-doubt-machine/",0.7846153846153846
16512617979,climate,"New film about the Koch Brothers’ war on climate science and attempt to buy the 2016 Congress.

WATCH NOW and LIKE & SHARE to spread the word about this crucial documentary: http://therealnews.com/the-doubt-machine

Narrated by esteemed actor Emma Thompson, The Doubt Machine: Inside the Koch Brothers' War on Climate Science reveals how the Koch Brothers have used their vast wealth to ensure the American political system takes no action on climate change.

#thedoubtmachine #climatechange",0.7153652392947103
16512617979,climate,"""We have lived through the pseudo-science that questioned the link between smoking cigarettes and lung cancer, and the false claims questioning the science of acid rain and the hole in the ozone layer. The same dynamics and many of the same players are still hard at work, questioning the reality of climate change. "" - Michael E. Mann",0.7391304347826086
16512617979,guns,"Here's raw footage from Oct 27th 2016. The day where over 120 people were arrested and faced police brutality, when asked to leave the North Camp also known as Treaty Land. 
Many people were sprayed with mace, shot with rubber bullets, and hit by flash grenades. One man was shot in the face with a taser.  
Horse riders were shot pointblank range, horses were injured one even one died.
Police also entered and desecrated American Indian burial grounds, where protectors stood to defend.
This same day DAPL security fired a gun into a crowd of Protecters. BIA also known as The Bureau of Indian Affairs were called to arrest him.",0.6650485436893203
16512617979,climate,"Today marks the day the Paris Agreement takes effect. The agreement is a worldwide effort to curb the effects of climate change. We spent the last year working on a just released documentary, showing how the Koch Brothers are using their wealth to ensure the American political system takes no action on climate change. Check out the new film and share it with your friends.",0.9574468085106383
16512617979,climate,"New film about the Koch Brothers’ war on climate science and attempt to buy the 2016 Congress

WATCH the full film now on Facebook and LIKE & SHARE to spread the word.

Narrated by esteemed actor Emma Thompson, The Doubt Machine: Inside the Koch Brothers' War on Climate Science reveals how the Koch Brothers have used their vast wealth to ensure the American political system takes no action on climate change. 

To learn about our Global Climate Change Bureau and make a donation visit: http://therealnews.com/the-doubt-machine

#thedoubtmachine #climatechange",0.8353658536585366
16512617979,climate,"Global temperature records keep being broken, yet climate change has been largely ignored during this presidential election.",0.8157894736842105
16512617979,healthcare,"""The only way you can defend Obamacare, certainly from the left, is to say that it's better than nothing."" Glen Ford",1.0
16512617979,climate,"New film about the Koch Brothers’ war on climate science and attempt to buy the 2016 Congress.

WATCH NOW and LIKE & SHARE to spread the word about this crucial documentary.

Narrated by esteemed actor Emma Thompson, the documentary The Doubt Machine: Inside the Koch Brothers' War on Climate Science reveals how the Koch Brothers have used their vast wealth to ensure the American political system takes no action on climate change. #thedoubtmachine #climatechange",0.6990499130202061
16512617979,climate,"Climate change, perhaps the greatest threat we're facing, has received scant attention during the presidential race.",0.9898477157360406
16512617979,climate,The Alt-Right playbook seems to come from the fossil fuel industries' attacks on climate science and scientists.,1.0
16512617979,climate,Columbia University's Jeff Schlegelmilch underscores how many on the East Coast remain unprepared for the coming change in climate.,1.0
16512617979,climate,Investigative journalist Bruce Livesey has teamed up with TRNN to make a documentary exposing the Koch brothers' war on climate science and their plan to influence the 2016 elections. Stay tuned for the full documentary next week!,0.9111111111111111
16512617979,climate,"42 million people will be vulnerable to hunger by 2050 due to climate change, according to a new U.N. report.",0.7948717948717949
16512617979,climate,"PERI co-director Bob Pollin describes his plan for fossil fuel workers, that guarantees pensions and wages, shifts workers out of the industry through retirement rather than job losses, and helps the country meet U.N. climate goals.

Watch the full interview: http://bit.ly/2dDuOkT",1.0
16512617979,climate,"During the debates both candidates only briefly mentioned climate change when it related to saving coal industry jobs, but neither actually laid out any kind of plan.",1.0
16512617979,climate,"In final presidential debate, host Chris Wallace challenged Clinton by saying a no-fly zone would lead to confrontation with Russia in Syria. Not a single word was said about climate change.",0.7914572864321608
16512617979,climate,"It's legally binding and delivers on goals set in Paris, but we need many more of these kinds of agreements in order to meet the 1.5 C target, says Climate Interaction's Andrew Jones.",1.0
16512617979,epa,"A new study led by the Center for Public Integrity,  shows just how high concentrated industrial air pollution is in the U.S.",0.8484848484848485
16512617979,climate,"Trump has claimed that global warming is a hoax perpetuated by the Chinese government, but is Clinton all that different with her support of the fossil fuel industry?",0.6303030303030304
16512617979,climate,"The draft of the Paris climate change agreement ignores many submissions by developing countries, breaches India's non-negotiable red lines, and is inimical to the country's interests, says D. Raghunandan of the Delhi Science Forum",1.0
16512617979,climate,The takeaway so far is that once again substantial topics like climate change and police brutality were largely ignored.,0.8775510204081632
16512617979,climate,Why were topics like income inequality and climate change ignored in the only VP debate?,0.9333333333333333
16512617979,climate,The liberal government has failed to demonstrate a commitment to First Nations and climate change concerns.,0.5
16512617979,epa,"The E.P.A. is being sued by 24 states, energy companies, and sub-utility companies in an attempt to thwart its clean power plan.",0.6896551724137931
16512617979,climate,"Nick Buxton, co-editor of 'The Secure and the Dispossessed: How the Military and Corporations Are Shaping a Climate Changed World,' says the military's prime concern is the continuation of its global imperial footprint.

Watch the full video here: http://bit.ly/2cXdPvQ",0.875
16512617979,climate,"""We shouldn't be too quick to applaud the government in its concern over climate change.""",0.7407407407407407
16512617979,immigration,"In an interview with Sharmini Peries, Green Party VP Ajamu Baraka discusses Black Lives Matters, the Flint water crisis, shelter, immigration, and more.

Watch the full interview here: http://bit.ly/2cKRtNQ",1.0
16512617979,healthcare,Homeless man having medical emergency on closed Healthcare for the homeless steps,0.8542713567839196
16512617979,epa,"In the midst of a 5 year drought, a new lawsuit is aiming to force the state and EPA to do environmental assessments about potential threats to drinking water from fracking waste.
Watch the full interview: http://bit.ly/2bROIg2",0.987012987012987
16512617979,climate,"The two countries are the first major greenhouse gas emitters to join the climate pact, bringing the total number of nations to 26.",0.8888888888888888
16512617979,immigration,"In the early 1990's the annual border and immigration budget was $1.5 billion, today it stands at $19.5 billion dollars, more than all other federal law enforcement agencies combined.",0.8028169014084507
16512617979,climate,"""We have released so much carbon dioxide into the atmosphere that it is vastly greater than it was at any time during the Ice Ages or during the rest of the Holocene. And that is something that will not change. The effects of that will last for thousands of years. And the result is going to be a much warmer and much more unstable climate than the world has had for a very long time.""",0.9555555555555556
16512617979,guns,"Uproar Over Apple-Ireland Tax Deal Ruling Could Put Multinationals Under the Gun During G20 
Economist James Henry explains why he thinks Apple's position on the European Commission's ruling is indefensible 
Watch the full interview: http://bit.ly/2bYrDr0",1.0
16512617979,epa,"After an on-the-ground assessment of Chevron's pollution, and its war against the plaintiffs, Part III of Chevron vs. the Amazon explores the bigger picture of impunity for transnational corporations, and the history of Ecuador's fight for sovereignty.",1.0
16512617979,climate,Scientists argue that climate change could be a solid reason why we�re seeing such a swift spread of Zika carrying mosquitoes.,0.75
16512617979,immigration,"The push to warehouse asylum-seeking women and children in a private facility as a deterrent violates US obligations to international law, says Mark Fleming of the National Immigrant Justice Center.",0.8214285714285714
16512617979,climate,"The Dangers of Climate Change Aren't Coming: They're Already Here 
Professor Chris Williams says even the U.S. Department of Defense is speaking of climate change in the present tense.
Watch the full interview: http://bit.ly/2buFneC",0.9819819819819819
16512617979,climate,"Last week the NOAA delivered its annual state of the climate report, and several climate records were broken in 2015, including record high temperatures, record high sea levels, and record high heat content.",0.9012875536480687
16512617979,marijuana,"Adam Eidinger discusses the Schedule I classification of marijuana by the D.E.A., putting it in the same classification as heroin, MDMA, LSD and GHB.
Tune in to watch the full interview: http://bit.ly/2aZbG31",0.9473684210526316
16512617979,climate,"""In the energy area I think his position is calamitous. I mean, if we take climate science at all seriously, that means that we have to actually dramatically increase regulations and investment in the green economy. Trump wants to eliminate that altogether.""",0.8333333333333334
16512617979,guns,"""in Syria, about the war, every day bombs and they shoot guns, and you can't sleep. If you sleep you're afraid from the bombs to come to you.""",1.0
219367258105115,climate,The chief concern: publicly available climate change data and research found on government websites would be wiped clean or made otherwise inaccessible to the public. Some worry the information could only be retrieved with a taxing Freedom of Information Act request.,0.9022988505747126
219367258105115,healthcare,Just over 4 million people have signed up for Obamacare ahead of the December 15 deadline to start coverage on New Year's Day. President-elect Donald J. Trump has promised to repeal the legislation.,0.9497816593886463
219367258105115,healthcare,"Secretary of Health and Human Services Sylvia Mathews Burwell issues a grave warning to Republicans: Repealing Obamacare will result in ""chaos."" http://cnn.it/2h3S12f",0.9372693726937269
219367258105115,climate,President-elect Donald J. Trump's transition team is disavowing a questionnaire requesting the names of Energy Department employees working on climate change issues.,0.8311688311688312
219367258105115,healthcare,Incoming Chief of Staff Reince Priebus says repealing and replacing Obamacare will be be at the top of the incoming administration's agenda in what they are promising is going to be a very eventful first year.,0.7099236641221374
219367258105115,healthcare,Incoming Chief of Staff Reince Priebus says repealing and replacing Obamacare will be be at the top of the incoming administration's agenda in what they are promising is going to be a very eventful first year.,0.7007299270072993
219367258105115,epa,"Who is Scott Pruitt, Trump's anti-EPA choice to lead the EPA? http://cnn.it/2h10Gm5",0.6600985221674878
219367258105115,climate,President-elect Donald J. Trump's transition team is disavowing a questionnaire requesting the names of Energy Department employees working on climate change issues.,0.7631578947368421
219367258105115,climate,"Anthony Scaramucci, a member of Donald J. Trump's Presidential Transition Team Executive Committee, said the scientific community gets a lot of things wrong during a conversation about climate change.",0.635483870967742
219367258105115,abortion,"As President-elect Donald J. Trump mulls over a list of potential justices, his promise to reshape the Supreme Court is energizing opponents of abortion and galvanizing some state legislators to advance and defend more restrictions on the practice.",0.6559139784946236
219367258105115,climate,"""I'm still open-minded. Nobody really knows. Look, I'm somebody that gets it, and nobody really knows. It's not something that's so hard and fast,"" Donald J. Trump says of climate change.",0.6943765281173594
219367258105115,climate,"As head of the world's most valuable oil company, ExxonMobil Chairman and CEO Rex Tillerson could be a controversial pick due to concerns about climate change and his ties to Russian President Vladimir Putin.",0.6057692307692308
219367258105115,climate,"""I'm still open-minded. Nobody really knows. Look, I'm somebody that gets it, and nobody really knows. It's not something that's so hard and fast,"" Donald J. Trump says of climate change.",0.5997220291869354
219367258105115,climate,"As head of the world's most valuable oil company, ExxonMobil Chairman and CEO Rex Tillerson could be a controversial pick due to concerns about climate change and his ties to Russian President Vladimir Putin.",0.6293706293706294
219367258105115,climate,"As head of the world's most valuable oil company, ExxonMobil Chairman and CEO Rex Tillerson could be a controversial pick due to concerns about climate change and his ties to Russian President Vladimir Putin.",0.5596330275229358
219367258105115,immigration,A CNN KFile review of available information about the terror threat along the US-Mexico border could not corroborate Flynn's claim.,0.7024793388429752
219367258105115,climate,"Despite meeting with Leonardo DiCaprio and another famous environmentalist, Al Gore, Donald J. Trump has sent mixed signals about how seriously he will take the threat of climate change.",0.9531914893617022
219367258105115,immigration,"Iowa Congressman Steve King, an aggressive Republican voice on immigration, has called on President-elect Donald J. Trump to cancel DACA.",0.6229508196721312
219367258105115,healthcare,It's already clear that killing President Obama's signature healthcare law won't be easy even with Congress in Republican hands and Donald J. Trump moving into the White House next month.,0.9802955665024631
219367258105115,immigration,"Donald J. Trump's election has had a direct impact on the Loyola Law School's Immigrant Justice Clinic, flooding their offices with requests.",0.9834710743801653
219367258105115,epa,The move elevates a fierce EPA critic to the position of EPA administrator.,0.5907407407407408
219367258105115,immigration,"Retired Gen. John Kelly, has publicly discussed potential threats along the southern border of the US.",0.8541666666666666
219367258105115,abortion,"Donald J. Trump says he wants a new justice in the mold of Antonin Scalia, highlighting positions that drew headlines, such as Scalia's support for individual gun rights and opposition to abortion.",0.7967479674796748
219367258105115,climate,"Longshot Rex Tillerson could prove to be a controversial pick: Not only does he run the world's most valuable oil company at a time of serious concern about climate change, but the Exxon CEO also has ties to Russian President Vladimir Putin.",0.5352112676056338
219367258105115,healthcare,"President-elect Donald J. Trump and Congress say they plan to repeal Obamacare early next year, but it will likely take months, if not years, for lawmakers to draw up a replacement plan.",0.7809278350515464
219367258105115,climate,"Many Republicans, including Donald J. Trump, are critical of the strong scientific consensus that human activities are exacerbating global climate change, potentially threatening millions of people and their ways of life.",0.9761904761904762
219367258105115,climate,"Donald J. Trump has been skeptical of climate change, though his position has softened since the election. Meanwhile, Al Gore is one of the most vocal advocates of fighting climate change.",0.9915966386554622
219367258105115,climate,"Donald J. Trump has been skeptical of climate change, though his position has softened since the election. Meanwhile, Al Gore is one of the most vocal advocates of fighting climate change.",0.9728506787330317
219367258105115,healthcare,"""We have to bring relief as fast as possible to people who are struggling under Obamacare,"" Speaker Paul Ryan says about his and President-elect Donald J. Trump's plan to repeal and replace President Obama's signature health care bill.",0.8
219367258105115,healthcare,"""We have to bring relief as fast as possible to people who are struggling under Obamacare,"" Speaker Paul Ryan says about his and President-elect Donald J. Trump's plan to repeal and replace President Obama's signature health care bill.",0.7455621301775148
219367258105115,healthcare,"To replace Obamacare, Republicans would need the support of at least eight Democratic senators.",0.9571428571428572
219367258105115,healthcare,"To replace Obamacare, Republicans would need the support of at least eight Democratic senators.",0.9791666666666666
219367258105115,healthcare,"To replace Obamacare, Republicans would need the support of at least eight Democratic senators.",0.9649122807017544
219367258105115,healthcare,"To replace Obamacare, Republicans would need the support of at least eight Democratic senators.",0.9622641509433962
219367258105115,healthcare,"To replace Obamacare, Republicans would need the support of at least eight Democratic senators.",0.9799691833590138
219367258105115,climate,"""The incentives offered by the state were an important consideration,"" Carrier says about their decision to stay in Indiana. It also talked about promises from Donald J. Trump to ""create an improved, more competitive U.S. business climate.""",0.9009009009009009
219367258105115,gay rights,Some Washington residents who disagree with Vice President-elect Mike Pence's positions on gay rights are making their values known to their new neighbor.,0.9794050343249427
219367258105115,climate,"""The incentives offered by the state were an important consideration,"" Carrier says about their decision to stay in Indiana. It also talked about promises from Donald J. Trump to ""create an improved, more competitive U.S. business climate.""",0.8251533742331288
219367258105115,gay rights,Some Washington residents who disagree with Vice President-elect Mike Pence's positions on gay rights are making their values known to their new neighbor.,0.9945429740791268
219367258105115,immigration,The case comes at a time when immigration groups lament the fact that President Obama deported record numbers of immigrants and President-elect Donald J. Trump has vowed to crack down further on enforcement.,0.9508196721311475
219367258105115,immigration,"We're on Capitol Hill, where the chief of US Border Patrol is testifying before the Senate Homeland Security and Governmental Affairs Committee.",0.9313725490196079
219367258105115,immigration,"Though Donald J. Trump made cracking down on illegal immigration a cornerstone of his campaign, critics question whether he'll be able to accelerate deportations much.",0.9818181818181818
219367258105115,immigration,"Though Donald J. Trump made cracking down on illegal immigration a cornerstone of his campaign, critics question whether he'll be able to accelerate deportations much.",0.9851851851851852
219367258105115,healthcare,"President-elect Donald J. Trump has selected Georgia Rep. Tom Price, an ardent critic of Obamacare, to head the Department of Health and Human Services, according to an official briefed on the decision.",0.673972602739726
219367258105115,climate,"Since man first explored space, it has been a largely peaceful environment. But now US adversaries are deploying weapons beyond Earth's atmosphere, leading the US military to prepare for the frightening prospect of war in space. http://cnn.it/2fIbFmo",1.0
219367258105115,healthcare,"Leadership battles within the Democratic Party. The fight over repealing Obamacare. And the story of an awkward hallway scramble two decades ago involving Al Gore and Fidel Castro.

It's all part of our weekly ""Inside Politics"" forecast, where you get next week's headlines today.",1.0
219367258105115,healthcare,"Leadership battles within the Democratic Party. The fight over repealing Obamacare. And the story of an awkward hallway scramble two decades ago involving Al Gore and Fidel Castro.

It's all part of our weekly ""Inside Politics"" forecast, where you get next week's headlines today.",0.9548387096774194
219367258105115,climate,"After previously calling it a ""hoax,"" Donald J. Trump says there's ""some connectivity"" between climate change & human activity.",0.973134328358209
219367258105115,climate,"After previously calling it a ""hoax,"" Donald J. Trump says there's ""some connectivity"" between climate change & human activity.",0.981651376146789
219367258105115,climate,"The statements could mark a softening in Donald J. Trump's position on US involvement in efforts to fight climate change, although he did not commit to specific action in any direction.",0.9751824817518249
219367258105115,immigration,"Democrats are concerned about Sen. Jeff Sessions' current views on immigration and border control, which they consider strident and racially-biased.",0.8043478260869565
219367258105115,immigration,"Democrats are concerned about Sen. Jeff Sessions' current views on immigration and border control, which they consider strident and racially-biased.",0.8269230769230769
219367258105115,marijuana,President-elect Donald J. Trump's selection of Sen. Jeff Sessions for attorney general has set the marijuana industry ablaze.,0.7701149425287357
86680728811,abortion,"Starting on Dec. 19, the Texas Health and Human Services Commission will require medical providers to ensure fetal or embryonic material is buried or otherwise interred if a woman has an abortion or miscarriage in a medical setting.",0.6569037656903766
86680728811,guns,"Authorities in Bakersfield, California, say no gun was found, but police did find a crucifix after shooting death of 73-year-old Francisco Serna.",0.7335390946502058
86680728811,climate,President-elect Donald J. Trump's dismissals of climate change and cabinet picks that have expressed skepticism on the issue cast cloud of fear over scientific community.,0.6127622377622377
86680728811,climate,Pres.-elect Donald J. Trump's transition team is backing away from a controversial questionnaire sent to the Department of Energy demanding names of employees who assisted in the Obama administration's climate policy efforts.,0.8509406657018813
86680728811,guns,"President Obama has made little federal progress toward what he has repeatedly described as ""common-sense gun laws."" It is, the outgoing president has acknowledged, one of the biggest regrets of his time in The White House.",0.9288601455133387
86680728811,climate,The U.S. Department of Energy says it won’t comply with a request from the Donald J. Trump transition team to provide names of employees who worked on the Barack Obama administration’s climate policy efforts.,0.9812750780205083
86680728811,abortion,Abortion providers are challenging the state of Texas in effort to block rule that would require the burial or interment of fetal and embryonic tissue from miscarriages or abortions.,0.8840321141837645
86680728811,epa,Removal of 11-foot-high dam blocking stream once central to the traditional culture of New York's Mohawk Tribe is latest in the Mohawks' decades-long struggle to restore territory spoiled by industrial pollution.,0.9994603345925526
86680728811,guns,"The man who fatally shot retired New Orleans Saints star Will Smith insisted Saturday that he did so only after a drunken, irate Smith retrieved a gun from his damaged SUV following an April 9 car crash.",0.8923076923076922
86680728811,climate,Vice President Joe Biden urges Canadian leaders to continue to treat efforts to combat climate change urgently despite the incoming administration of Donald J. Trump.,0.9940202391904324
86680728811,immigration,The former head of internal affairs at U.S. Customs and Border Protection says in a Supreme Court filing that an agent who killed a Mexican teen in a cross-border shooting should be held accountable.,0.9609375
86680728811,climate,"Al Gore's climate change documentary, ""An Inconvenient Truth,"" is getting a sequel. Paramount Pictures said Friday the follow-up to the Oscar-winning original will premiere at next January's Sundance Film Festival.",0.9969631236442517
86680728811,epa,"Scott Pruitt, Pres.-elect Donald J. Trump's pick to lead the EPA, has interacted most directly with the agency by suing it over what he sees as over-reaching federal regulations.",0.5797101449275363
86680728811,epa,Paris bans half of all cars from driving and makes public transportation free for third day in a row as the city struggles with worsening air pollution.,0.9935672514619883
86680728811,immigration,"Speaking at 'Thank You' rally in Iowa, President-elect Donald J. Trump reiterates plan to 'suspend immigration from regions where it cannot be safely processed or vetted.' ""It's gonna be extreme."" http://abcn.ws/2h9qVqP",0.7299741602067183
86680728811,guns,"Yoko Ono tweets about gun violence on the 36th anniversary of John Lennon's death: ""Together let's bring back America the green land of peace.""",0.9993712668972021
86680728811,climate,"Jury foreman in murder trial of ex-officer Michael Slager described the climate in the jury room as ""passionate, emotional"" and sometimes ""heated"" before a mistrial was eventually declared.",0.8547008547008547
86680728811,gay rights,"Malta becomes first European country to ban gay conversion therapy with the penalty being fines up to $10,750 and a jail term of up to 1 year.",0.9961946181027453
86680728811,epa,"President-elect Donald J. Trump has selected Oklahoma Attorney General and U.S. Environmental Protection Agency critic Scott Pruitt to run the EPA, according to Trump senior advisor Kellyanne Conway.",0.5856236786469344
86680728811,climate,"DEVELOPING: At least 54 people killed after 6.4-magnitude earthquake strikes Indonesia's Aceh province. The country's Climate, Meteorology and Geophysics Agency said the quake has no potential to trigger a tsunami.",0.9981024667931688
86680728811,immigration,"President-elect Donald J. Trump: ""We will be the administration that ended illegal immigration."" http://abcn.ws/2g7O5RA",0.956354547202461
86680728811,climate,"Former Vice President and climate advocate Al Gore says he had a ""lengthy and very productive session"" with President-elect Donald J. Trump, who has previously called climate change a ""hoax,"" at Trump Tower today. http://abcn.ws/2gVimzX",0.9910179640718563
86680728811,guns,"Lauren Bruner was getting ready for church in 1941 on his battleship, the USS Arizona, when the alarm sounded. The Japanese attack on Pearl Harbor had begun, and Bruner, then 21, scampered up five stories by ladder to the enormous anti-aircraft guns he was responsible for manning. But bullets hit his left leg and explosions set off by the Sunday morning bombardment rocked his ship before he could get to the weapons. The ship sank just nine minutes later.",0.9994683678894205
86680728811,marijuana,"New York is loosening restrictions in its nearly year-old medical marijuana law but, to the dismay of some pot advocates, there is no sign the state is in any hurry to join eight other states in embracing full legalization.",0.9095238095238095
86680728811,guns,Firearms enthusiasts who embraced Donald J. Trump's campaign and his full-throated support of the Second Amendment are expecting a sweeping expansion of gun rights under his administration and a Congress firmly in Republican hands.,0.7192118226600985
86680728811,guns,"More than a year after Texas Gov. Greg Abbott made firearms, including openly holstered weapons, legal in more places in the state, disputes remain over where guns are allowed—much to the frustration of advocates on both sides of the debate.",0.9871244635193133
86680728811,abortion,"New Texas rules requiring the burial or cremation of fetal remains are likely to face a court challenge before taking effect, an abortion-rights attorney says, months after the U.S. Supreme Court knocked down sweeping abortion restrictions in the state.",0.9548104956268222
86680728811,guns,"Former NFL player Joe McKnight was not armed and there was no gun found near his body when he was shot and killed Thursday in Louisiana, police say.",0.604075691411936
86680728811,guns,"Utah junior high school placed on lockdown after 15-year-old fires at least one round in hallway - but the teen was disarmed by his parents, who came to the school after becoming concerned that guns had gone missing from their home, police say.",0.972206625491297
86680728811,climate,JUST IN: Russian space agency says its unmanned cargo ship bound for the International Space Station is a total loss and burned up in the atmosphere. Video shows the launch earlier today. http://abcn.ws/2gZwgV9,0.994328922495274
86680728811,epa,CITY OF SMOG: Paris institutes two-day pollution alert amid thick smog blanketing the city. http://abcn.ws/2gKPmh1,0.9817578772802653
86680728811,climate,"NASA - National Aeronautics and Space Administration's Cassini spacecraft is beginning a series of ""ring-grazing"" orbits today to study Saturn's rings and moons before it makes a final death plunge into the planet's atmosphere next year.",1.0
155869377766434,abortion,"""Certainly, Donald Trump's election will embolden politicians at the state and federal level to push for more restrictions — including bans on abortion.""",0.6469072164948453
155869377766434,guns,Survivor Polly Sheppard said she dove under a table when the shooting started and could see bullet casings as they fell from the gun.,0.7745454545454545
155869377766434,marijuana,"Rates are at a record low for eighth-graders, the team at the University of Michigan and the National Institutes of Health found, but there's a troubling increase in marijuana use among older teens in some states.",1.0
155869377766434,abortion,"""It creates an undue burden on a woman's access to abortion, violating protected rights under our federal Constitution,"" an Oklahoma justice wrote.",0.955237242614145
